Direction_ID,Travel_ID,Current_Status,Vehicle ID,Latitude,Line_ID,Longitude,Pattern_ID,Route_ID,schedule_relationship,Shift_ID,Speed,Stop_ID,Timestamp,Trip_ID,Datetime,Date,Time,Day,Workday,Color_ID,Operator,Source,District
0,,In Transit,,38.72145080566406,732,-9.146750450134277,,107_0,,,,1212,1753780604,5094_20250601_107_0_4,2025-07-29 09:16:44,2025-07-29,09:16:44,Tuesday,True,Pink Line,CL,CL,Santo António
0,,In Transit,,38.756431579589844,750,-9.146820068359375,,106_0,,,,11306,1753780629,6306_20250601_106_0_6,2025-07-29 09:17:09,2025-07-29,09:17:09,Tuesday,True,Red Line,CL,CL,Campo Grande
0,,In Transit,,38.699771881103516,728,-9.205849647521973,,204_0,,,,9607,1753780621,4636_20250601_204_0_6,2025-07-29 09:17:01,2025-07-29,09:17:01,Tuesday,True,Yellow Line,CL,CL,São Francisco Xavier
0,,In Transit,,38.70642852783203,712,-9.173500061035156,,189_0,,,,9403,1753780602,3552_20250601_189_0_7,2025-07-29 09:16:42,2025-07-29,09:16:42,Tuesday,True,Orange Line,CL,CL,Prazeres
0,,In Transit,,38.70719909667969,25E,-9.141420364379883,,79_0,,,,3820,1753780622,14261_20250601_79_0_8,2025-07-29 09:17:02,2025-07-29,09:17:02,Tuesday,True,Yellow Line,CL,CL,Santa Maria Maior
0,,In Transit,,38.73809814453125,708,-9.133700370788574,,100_0,,,,413,1753780623,3302_20250601_100_0_5,2025-07-29 09:17:03,2025-07-29,09:17:03,Tuesday,True,Red Line,CL,CL,Unknown
1,,In Transit,,38.70438003540039,15E,-9.174779891967773,,76_0,,,,12115,1753780628,11251_20250601_76_0_6,2025-07-29 09:17:08,2025-07-29,09:17:08,Tuesday,True,Yellow Line,CL,CL,Santo Amaro
0,,In Transit,,38.706298828125,728,-9.145730018615723,,204_0,,,,7101,1753780623,4616_20250601_204_0_6,2025-07-29 09:17:03,2025-07-29,09:17:03,Tuesday,True,Yellow Line,CL,CL,São Paulo
0,,In Transit,,38.75782012939453,750,-9.17533016204834,,106_0,,,,12805,1753780608,6288_20250601_106_0_5,2025-07-29 09:16:48,2025-07-29,09:16:48,Tuesday,True,Red Line,CL,CL,Carnide
0,,In Transit,,38.71315002441406,758,-9.143269538879395,,150_0,,,,10503,1753780617,6882_20250601_150_0_5,2025-07-29 09:16:57,2025-07-29,09:16:57,Tuesday,True,Blue Line,CL,CL,Encarnação
1,,In Transit,,38.6987190246582,729,-9.226679801940918,,104_0,,,,14106,1753780621,4784_20250601_104_0_2,2025-07-29 09:17:01,2025-07-29,09:17:01,Tuesday,True,Blue Line,CL,CL,Baixa de Algés
0,,In Transit,,38.73447036743164,52B,-9.153980255126953,,244_0,,,,1403,1753780536,21670_20250601_244_0_5,2025-07-29 09:15:36,2025-07-29,09:15:36,Tuesday,True,Yellow Line,CL,CL,Campo Pequeno
0,,In Transit,,38.71432876586914,28E,-9.169179916381836,,75_0,,,,8018,1753780621,14917_20250601_75_0_6,2025-07-29 09:17:01,2025-07-29,09:17:01,Tuesday,True,Yellow Line,CL,CL,Prazeres
1,,In Transit,,38.7234001159668,742,-9.115400314331055,,114_0,,,,9801,1753780614,5772_20250601_114_0_6,2025-07-29 09:16:54,2025-07-29,09:16:54,Tuesday,True,Red Line,CL,CL,São João
1,,In Transit,,38.69717025756836,15E,-9.200980186462402,,76_0,,,,9609,1753780628,11261_20250601_76_0_7,2025-07-29 09:17:08,2025-07-29,09:17:08,Tuesday,True,Yellow Line,CL,CL,Belém
1,,In Transit,,38.705448150634766,727,-9.176369667053223,,103_0,,,,12105,1753780598,4467_20250601_103_0_4,2025-07-29 09:16:38,2025-07-29,09:16:38,Tuesday,True,Yellow Line,CL,CL,Quinta do Cabrinha
1,,In Transit,,38.78303146362305,731,-9.114009857177734,,190_0,,,,12610,1723286487,19403_20240727_190_0_8,2024-08-10 10:41:27,2024-08-10,10:41:27,Saturday,False,Red Line,CL,CL,Jardins do Cristo Rei
0,,In Transit,,38.7098503112793,760,-9.194729804992676,,171_0,,,,10304,1753780619,7107_20250601_171_0_7,2025-07-29 09:16:59,2025-07-29,09:16:59,Tuesday,True,Pink Line,CL,CL,Unknown
0,,In Transit,,38.737220764160156,731,-9.164979934692383,,190_0,,,,,1753780607,5006_20250601_190_0_4,2025-07-29 09:16:47,2025-07-29,09:16:47,Tuesday,True,Red Line,CL,CL,Campolide
0,,In Transit,,38.69977951049805,15E,-9.184399604797363,,76_0,,,,9504,1753780618,11185_20250601_76_0_5,2025-07-29 09:16:58,2025-07-29,09:16:58,Tuesday,True,Yellow Line,CL,CL,Junqueira
0,,In Transit,,38.75606918334961,794,-9.118650436401367,,115_0,,,,14702,1753780613,8055_20250601_115_0_6,2025-07-29 09:16:53,2025-07-29,09:16:53,Tuesday,True,Red Line,CL,CL,Unknown
0,,In Transit,,38.76445007324219,778,-9.19005012512207,,179_0,,,,12825,1753780618,18643_20250601_179_0_6,2025-07-29 09:16:58,2025-07-29,09:16:58,Tuesday,True,Green Line,CL,CL,Carnide
1,,In Transit,,38.72148132324219,723,-9.197199821472168,,121_0,,,,21304,1753780610,4179_20250601_121_0_4,2025-07-29 09:16:50,2025-07-29,09:16:50,Tuesday,True,Pink Line,CL,CL,Unknown
0,,In Transit,,38.73632049560547,794,-9.116999626159668,,115_0,,,,17573,1753780611,8064_20250601_115_0_7,2025-07-29 09:16:51,2025-07-29,09:16:51,Tuesday,True,Red Line,CL,CL,Unknown
1,,In Transit,,38.740478515625,771,-9.176580429077148,,248_0,,,,50472,1753780626,39061_20250601_248_0_5,2025-07-29 09:17:06,2025-07-29,09:17:06,Tuesday,True,Blue Line,CL,CL,Unknown
0,,In Transit,,38.71112823486328,732,-9.214719772338867,,107_0,,,,12404,1753780626,5079_20250601_107_0_3,2025-07-29 09:17:06,2025-07-29,09:17:06,Tuesday,True,Pink Line,CL,CL,São Francisco Xavier
1,,In Transit,,38.75830078125,750,-9.111700057983398,,106_0,,,,8409,1753780610,6332_20250601_106_0_5,2025-07-29 09:16:50,2025-07-29,09:16:50,Tuesday,True,Red Line,CL,CL,Unknown
1,,In Transit,,38.70402145385742,728,-9.206419944763184,,204_0,,,,13107,1753780574,4656_20250601_204_0_3,2025-07-29 09:16:14,2025-07-29,09:16:14,Tuesday,True,Yellow Line,CL,CL,São Francisco Xavier
1,,In Transit,,38.77452850341797,45B,-9.150070190429688,,277_0,,,,11501,1753780616,45289_20250601_277_0_7,2025-07-29 09:16:56,2025-07-29,09:16:56,Tuesday,True,Yellow Line,CL,CL,Lumiar
0,,In Transit,,38.780479431152344,722,-9.111000061035156,,196_0,,,,12624,1753780625,4131_20250601_196_0_4,2025-07-29 09:17:05,2025-07-29,09:17:05,Tuesday,True,Red Line,CL,CL,Jardins do Cristo Rei
1,,In Transit,,38.72480010986328,728,-9.111800193786621,,204_0,,,,8310,1753780620,4703_20250601_204_0_5,2025-07-29 09:17:00,2025-07-29,09:17:00,Tuesday,True,Yellow Line,CL,CL,São João
1,,In Transit,,38.70817947387695,728,-9.137149810791016,,204_0,,,,4502,1753780624,4676_20250601_204_0_5,2025-07-29 09:17:04,2025-07-29,09:17:04,Tuesday,True,Yellow Line,CL,CL,Santa Maria Maior
1,,In Transit,,38.747249603271484,750,-9.189499855041504,,106_0,,,,10803,1753780619,6375_20250601_106_0_6,2025-07-29 09:16:59,2025-07-29,09:16:59,Tuesday,True,Red Line,CL,CL,Unknown
0,,In Transit,,38.761478424072266,29B,-9.108380317687988,,209_0,,,,8441,1753780625,17523_20250601_209_0_7,2025-07-29 09:17:05,2025-07-29,09:17:05,Tuesday,True,Yellow Line,CL,CL,Olivais Sul
0,,In Transit,,38.759918212890625,750,-9.103619575500488,,106_0,,,,2320,1753780604,6310_20250601_106_0_6,2025-07-29 09:16:44,2025-07-29,09:16:44,Tuesday,True,Red Line,CL,CL,Unknown
1,,In Transit,,38.76293182373047,26B,-9.10653018951416,,208_0,,,,2322,1753780619,17519_20250601_208_0_6,2025-07-29 09:16:59,2025-07-29,09:16:59,Tuesday,True,Yellow Line,CL,CL,Olivais Sul
1,,In Transit,,38.76858139038086,728,-9.09928035736084,,204_0,,,,7806,1753780607,4711_20250601_204_0_3,2025-07-29 09:16:47,2025-07-29,09:16:47,Tuesday,True,Yellow Line,CL,CL,Parque das Nações
0,,In Transit,,38.773250579833984,796,-9.161370277404785,,174_0,,,,5907,1753780625,8112_20250601_174_0_13,2025-07-29 09:17:05,2025-07-29,09:17:05,Tuesday,True,Green Line,CL,CL,Lumiar
1,,In Transit,,38.770118713378906,783,-9.126720428466797,,203_0,,,,12202,1751297221,7850_20250601_203_0_12,2025-06-30 15:27:01,2025-06-30,15:27:01,Monday,True,Red Line,CL,CL,Unknown
0,,In Transit,,38.73223114013672,702,-9.172869682312012,,146_0,,,,50085,1753780619,3035_20250601_146_0_11,2025-07-29 09:16:59,2025-07-29,09:16:59,Tuesday,True,Orange Line,CL,CL,Campolide
0,,In Transit,,38.78187942504883,783,-9.118980407714844,,203_0,,,,12603,1753780616,7823_20250601_203_0_5,2025-07-29 09:16:56,2025-07-29,09:16:56,Tuesday,True,Red Line,CL,CL,Unknown
0,,In Transit,,38.74435043334961,754,-9.195870399475098,,201_0,,,,10818,1753780606,6614_20250601_201_0_5,2025-07-29 09:16:46,2025-07-29,09:16:46,Tuesday,True,Blue Line,CL,CL,Benfica
0,,In Transit,,38.72901916503906,746,-9.149230003356934,,108_0,,,,1301,1753780613,5994_20250601_108_0_5,2025-07-29 09:16:53,2025-07-29,09:16:53,Tuesday,True,Blue Line,CL,CL,Campo Pequeno
0,,In Transit,,38.73733139038086,727,-9.145730018615723,,103_0,,,,1810,1753780621,4540_20250601_103_0_4,2025-07-29 09:17:01,2025-07-29,09:17:01,Tuesday,True,Yellow Line,CL,CL,Campo Pequeno
1,,In Transit,,38.722599029541016,727,-9.151519775390625,,103_0,,,,6809,1753780599,4555_20250601_103_0_4,2025-07-29 09:16:39,2025-07-29,09:16:39,Tuesday,True,Yellow Line,CL,CL,Santo António
1,,In Transit,,38.747249603271484,746,-9.18947982788086,,108_0,,,,10803,1753780616,5961_20250601_108_0_8,2025-07-29 09:16:56,2025-07-29,09:16:56,Tuesday,True,Blue Line,CL,CL,Unknown
1,,In Transit,,38.73691940307617,754,-9.215330123901367,,201_0,,,,18107,1753780618,6600_20250601_201_0_6,2025-07-29 09:16:58,2025-07-29,09:16:58,Tuesday,True,Blue Line,CL,CL,Alfragide
0,,In Transit,,38.7559814453125,31B,-9.113570213317871,,210_0,,,,8427,1753780611,17537_20250601_210_0_6,2025-07-29 09:16:51,2025-07-29,09:16:51,Tuesday,True,Yellow Line,CL,CL,Unknown
0,,In Transit,,38.7570686340332,32B,-9.112420082092285,,211_0,,,,50346,1753780623,17547_20250601_211_0_8,2025-07-29 09:17:03,2025-07-29,09:17:03,Tuesday,True,Yellow Line,CL,CL,Unknown
0,,In Transit,,38.77510070800781,26B,-9.099980354309082,,208_0,,,,50123,1753780610,17509_20250601_208_0_7,2025-07-29 09:16:50,2025-07-29,09:16:50,Tuesday,True,Yellow Line,CL,CL,Parque das Nações
0,,In Transit,,38.77716827392578,40B,-9.145999908447266,,212_0,,,,6013,1753780616,17557_20250601_212_0_6,2025-07-29 09:16:56,2025-07-29,09:16:56,Tuesday,True,Yellow Line,CL,CL,Alta de Lisboa
1,,In Transit,,38.76219940185547,750,-9.130350112915039,,106_0,,,,11305,1753780629,6349_20250601_106_0_5,2025-07-29 09:17:09,2025-07-29,09:17:09,Tuesday,True,Red Line,CL,CL,Unknown
1,,In Transit,,38.7275505065918,714,-9.212120056152344,,102_0,,,,18111,1753780608,3702_20250601_102_0_6,2025-07-29 09:16:48,2025-07-29,09:16:48,Tuesday,True,Pink Line,CL,CL,Alfragide
1,,In Transit,,38.69742965698242,714,-9.19890022277832,,102_0,,,,4113,1753780601,3692_20250601_102_0_4,2025-07-29 09:16:41,2025-07-29,09:16:41,Tuesday,True,Pink Line,CL,CL,Belém
1,,In Transit,,38.69725036621094,751,-9.201950073242188,,109_0,,,,9603,1753780620,6450_20250601_109_0_10,2025-07-29 09:17:00,2025-07-29,09:17:00,Tuesday,True,Pink Line,CL,CL,Belém
0,,In Transit,,38.74729919433594,746,-9.188980102539062,,108_0,,,,10826,1753780622,5983_20250601_108_0_7,2025-07-29 09:17:02,2025-07-29,09:17:02,Tuesday,True,Blue Line,CL,CL,Unknown
1,,In Transit,,38.736270904541016,746,-9.155670166015625,,108_0,,,,1502,1753780617,5953_20250601_108_0_8,2025-07-29 09:16:57,2025-07-29,09:16:57,Tuesday,True,Blue Line,CL,CL,Campo Pequeno
1,,In Transit,,38.71147918701172,737,-9.131019592285156,,173_0,,,,13808,1753780624,5474_20250601_173_0_8,2025-07-29 09:17:04,2025-07-29,09:17:04,Tuesday,True,Orange Line,CL,CL,Santa Maria Maior
1,,In Transit,,38.792171478271484,796,-9.153249740600586,,174_0,,,,50275,1753780623,8143_20250601_174_0_14,2025-07-29 09:17:03,2025-07-29,09:17:03,Tuesday,True,Green Line,CL,CL,Santa Clara
0,,In Transit,,38.6975212097168,751,-9.19594955444336,,109_0,,,,4114,1753780628,6511_20250601_109_0_5,2025-07-29 09:17:08,2025-07-29,09:17:08,Tuesday,True,Pink Line,CL,CL,Unknown
0,,In Transit,,38.72317123413086,28E,-9.131580352783203,,75_0,,,,709,1753780627,14983_20250601_75_0_6,2025-07-29 09:17:07,2025-07-29,09:17:07,Tuesday,True,Yellow Line,CL,CL,Graça
0,,In Transit,,38.72352981567383,711,-9.148469924926758,,101_0,,,,1103,1753780612,3514_20250601_101_0_7,2025-07-29 09:16:52,2025-07-29,09:16:52,Tuesday,True,Blue Line,CL,CL,Santo António
1,,In Transit,,38.72489929199219,753,-9.155070304870605,,167_0,,,,8502,1753780606,18784_20250601_167_0_8,2025-07-29 09:16:46,2025-07-29,09:16:46,Tuesday,True,Red Line,CL,CL,Santo António
1,,In Transit,,38.75600051879883,731,-9.148079872131348,,190_0,,,,11321,1753780619,5017_20250601_190_0_6,2025-07-29 09:16:59,2025-07-29,09:16:59,Tuesday,True,Red Line,CL,CL,Campo Grande
0,,In Transit,,38.73802185058594,750,-9.204950332641602,,106_4,,,,8836,1753780618,57120_20250601_106_4_7,2025-07-29 09:16:58,2025-07-29,09:16:58,Tuesday,True,Red Line,CL,CL,Benfica
0,,In Transit,,38.749298095703125,729,-9.191630363464355,,104_0,,,,10804,1753780605,4818_20250601_104_0_6,2025-07-29 09:16:45,2025-07-29,09:16:45,Tuesday,True,Blue Line,CL,CL,Benfica
1,,In Transit,,38.73191833496094,720,-9.14093017578125,,143_0,,,,6506,1753780603,4098_20250601_143_0_3,2025-07-29 09:16:43,2025-07-29,09:16:43,Tuesday,True,Blue Line,CL,CL,Saldanha
1,,In Transit,,38.72322082519531,748,-9.16569995880127,,169_0,,,,8608,1753780592,6178_20250601_169_0_1,2025-07-29 09:16:32,2025-07-29,09:16:32,Tuesday,True,Pink Line,CL,CL,Santa Isabel
1,,In Transit,,38.776519775390625,731,-9.102700233459473,,190_0,,,,7906,1753780606,5021_20250601_190_0_6,2025-07-29 09:16:46,2025-07-29,09:16:46,Tuesday,True,Red Line,CL,CL,Jardins do Cristo Rei
0,,In Transit,,38.709171295166016,727,-9.211730003356934,,103_0,,,,,1753780607,4489_20250601_103_0_6,2025-07-29 09:16:47,2025-07-29,09:16:47,Tuesday,True,Yellow Line,CL,CL,São Francisco Xavier
0,,In Transit,,38.71369934082031,712,-9.122570037841797,,189_0,,,,,1753780613,3562_20250601_189_0_7,2025-07-29 09:16:53,2025-07-29,09:16:53,Tuesday,True,Orange Line,CL,CL,Graça
0,,In Transit,,38.76591873168945,708,-9.11305046081543,,100_0,,,,7722,1753780618,3280_20250601_100_0_6,2025-07-29 09:16:58,2025-07-29,09:16:58,Tuesday,True,Red Line,CL,CL,Olivais Sul
0,,In Transit,,38.695030212402344,15E,-9.214599609375,,76_0,,,,13206,1753780623,11312_20250601_76_0_7,2025-07-29 09:17:03,2025-07-29,09:17:03,Tuesday,True,Yellow Line,CL,CL,Pedrouços
1,,In Transit,,38.712799072265625,15E,-9.137619972229004,,76_0,,,,50621,1753780614,11225_20250601_76_0_6,2025-07-29 09:16:54,2025-07-29,09:16:54,Tuesday,True,Yellow Line,CL,CL,Santa Maria Maior
0,,In Transit,,38.77560043334961,763,-9.17864990234375,,282_0,,,,14118,1753780597,46419_20250601_282_0_7,2025-07-29 09:16:37,2025-07-29,09:16:37,Tuesday,True,Blue Line,CL,CL,Lumiar
0,,In Transit,,38.756771087646484,765,-9.201769828796387,,110_0,,,,13704,1753780616,7177_20250601_110_0_17,2025-07-29 09:16:56,2025-07-29,09:16:56,Tuesday,True,Blue Line,CL,CL,Benfica
0,,In Transit,,38.70893096923828,751,-9.224630355834961,,109_0,,,,18402,1753780613,6496_20250601_109_0_11,2025-07-29 09:16:53,2025-07-29,09:16:53,Tuesday,True,Pink Line,CL,CL,Núcleo Urbano Histórico de Algés
1,,In Transit,,38.75965118408203,736,-9.156749725341797,,199_0,,,,5808,1753780628,5386_20250601_199_0_6,2025-07-29 09:17:08,2025-07-29,09:17:08,Tuesday,True,Green Line,CL,CL,Lumiar
1,,In Transit,,38.744930267333984,750,-9.199979782104492,,106_4,,,,8813,1753780590,39038_20250601_106_4_8,2025-07-29 09:16:30,2025-07-29,09:16:30,Tuesday,True,Red Line,CL,CL,Benfica
1,,In Transit,,38.762081146240234,783,-9.130620002746582,,203_0,,,,7502,1753780613,7856_20250601_203_0_4,2025-07-29 09:16:53,2025-07-29,09:16:53,Tuesday,True,Red Line,CL,CL,Unknown
1,,In Transit,,38.70610046386719,732,-9.208029747009277,,107_0,,,,13103,1753780620,5077_20250601_107_0_4,2025-07-29 09:17:00,2025-07-29,09:17:00,Tuesday,True,Pink Line,CL,CL,São Francisco Xavier
0,,In Transit,,38.747230529785156,758,-9.18844985961914,,150_0,,,,10830,1753780566,6871_20250601_150_0_3,2025-07-29 09:16:06,2025-07-29,09:16:06,Tuesday,True,Blue Line,CL,CL,Unknown
1,,In Transit,,38.703651428222656,732,-9.162699699401855,,107_0,,,,10201,1753780612,5063_20250601_107_0_4,2025-07-29 09:16:52,2025-07-29,09:16:52,Tuesday,True,Pink Line,CL,CL,Prazeres
1,,In Transit,,38.71979904174805,727,-9.155449867248535,,103_0,,,,6817,1753780561,4445_20250601_103_0_4,2025-07-29 09:16:01,2025-07-29,09:16:01,Tuesday,True,Yellow Line,CL,CL,Santa Isabel
0,,In Transit,,38.72005081176758,774,-9.154620170593262,,192_0,,,,6811,1753780612,7429_20250601_192_0_11,2025-07-29 09:16:52,2025-07-29,09:16:52,Tuesday,True,Orange Line,CL,CL,Santa Isabel
1,,In Transit,,38.754669189453125,755,-9.139100074768066,,118_0,,,,105,1753780614,6692_20250601_118_0_7,2025-07-29 09:16:54,2025-07-29,09:16:54,Tuesday,True,Red Line,CL,CL,Campo Grande
0,,In Transit,,38.76607894897461,726,-9.199270248413086,,116_0,,,,13910,1753780598,4310_20250601_116_0_5,2025-07-29 09:16:38,2025-07-29,09:16:38,Tuesday,True,Blue Line,CL,CL,Pontinha e Famões
0,,In Transit,,38.720130920410156,713,-9.155619621276855,,122_0,,,,50191,1753780604,3610_20250601_122_0_7,2025-07-29 09:16:44,2025-07-29,09:16:44,Tuesday,True,Orange Line,CL,CL,Santa Isabel
0,,In Transit,,38.7628288269043,708,-9.127699851989746,,100_0,,,,7505,1753780611,3283_20250601_100_0_4,2025-07-29 09:16:51,2025-07-29,09:16:51,Tuesday,True,Red Line,CL,CL,Unknown
1,,In Transit,,38.77362060546875,736,-9.161720275878906,,199_0,,,,5908,1753780611,5403_20250601_199_0_6,2025-07-29 09:16:51,2025-07-29,09:16:51,Tuesday,True,Green Line,CL,CL,Lumiar
1,,In Transit,,38.71971893310547,760,-9.137900352478027,,171_0,,,,812,1753780621,7064_20250601_171_0_6,2025-07-29 09:17:01,2025-07-29,09:17:01,Tuesday,True,Pink Line,CL,CL,Pena
1,,In Transit,,38.78633117675781,783,-9.12382984161377,,203_0,,,,16308,1753780604,7804_20250601_203_0_6,2025-07-29 09:16:44,2025-07-29,09:16:44,Tuesday,True,Red Line,CL,CL,Sacavém e Prior Velho
0,,In Transit,,38.7224006652832,748,-9.201129913330078,,169_0,,,,8607,1753780602,6150_20250601_169_0_7,2025-07-29 09:16:42,2025-07-29,09:16:42,Tuesday,True,Pink Line,CL,CL,Benfica
0,,In Transit,,38.734928131103516,736,-9.145099639892578,,199_0,,,,1807,1753780621,5322_20250601_199_0_7,2025-07-29 09:17:01,2025-07-29,09:17:01,Tuesday,True,Green Line,CL,CL,Campo Pequeno
0,,In Transit,,38.76279830932617,759,-9.113550186157227,,144_0,,,,8414,1753780628,6936_20250601_144_0_5,2025-07-29 09:17:08,2025-07-29,09:17:08,Tuesday,True,Red Line,CL,CL,Olivais Sul
0,,In Transit,,38.75967025756836,55B,-9.179730415344238,,240_0,,,,12828,1753780610,21533_20250601_240_0_8,2025-07-29 09:16:50,2025-07-29,09:16:50,Tuesday,True,Yellow Line,CL,CL,Carnide
0,,In Transit,,38.719879150390625,722,-9.145270347595215,,196_0,,,,1103,1753780624,4115_20250601_196_0_6,2025-07-29 09:17:04,2025-07-29,09:17:04,Tuesday,True,Red Line,CL,CL,Santo António
0,,In Transit,,38.711551666259766,751,-9.2256498336792,,109_0,,,,14312,1753780604,6489_20250601_109_0_5,2025-07-29 09:16:44,2025-07-29,09:16:44,Tuesday,True,Pink Line,CL,CL,Miraflores
0,,In Transit,,38.78956985473633,736,-9.16882038116455,,199_0,,,,7207,1753780624,20048_20250601_199_0_7,2025-07-29 09:17:04,2025-07-29,09:17:04,Tuesday,True,Green Line,CL,CL,Póvoa de Santo Adrião e Olival Basto
0,,In Transit,,38.673851013183594,753,-9.173970222473145,,167_0,,,,14601,1753780607,18785_20250601_167_0_3,2025-07-29 09:16:47,2025-07-29,09:16:47,Tuesday,True,Red Line,CL,CL,Pragal
1,,In Transit,,38.75722885131836,728,-9.09652042388916,,204_0,,,,50316,1753780604,4704_20250601_204_0_5,2025-07-29 09:16:44,2025-07-29,09:16:44,Tuesday,True,Yellow Line,CL,CL,Parque das Nações
0,,In Transit,,38.76237869262695,722,-9.129449844360352,,196_0,,,,7511,1753780619,4109_20250601_196_0_5,2025-07-29 09:16:59,2025-07-29,09:16:59,Tuesday,True,Red Line,CL,CL,Unknown
1,,In Transit,,38.78916931152344,736,-9.177399635314941,,199_0,,,,1702,1753780617,42809_20250601_199_0_2,2025-07-29 09:16:57,2025-07-29,09:16:57,Tuesday,True,Green Line,CL,CL,Bairro Olaio
0,,In Transit,,38.720481872558594,709,-9.145819664001465,,148_0,,,,1103,1753780616,3389_20250601_148_0_12,2025-07-29 09:16:56,2025-07-29,09:16:56,Tuesday,True,Orange Line,CL,CL,Santo António
0,,In Transit,,38.745201110839844,705,-9.13545036315918,,176_0,,,,310,1753780624,3189_20250601_176_0_5,2025-07-29 09:17:04,2025-07-29,09:17:04,Tuesday,True,Red Line,CL,CL,Unknown
1,,In Transit,,38.712528228759766,758,-9.1431303024292,,150_0,,,,10504,1753780596,6807_20250601_150_0_6,2025-07-29 09:16:36,2025-07-29,09:16:36,Tuesday,True,Blue Line,CL,CL,Encarnação
0,,In Transit,,38.71337127685547,732,-9.139579772949219,,107_0,,,,908,1753780607,5087_20250601_107_0_2,2025-07-29 09:16:47,2025-07-29,09:16:47,Tuesday,True,Pink Line,CL,CL,Santa Maria Maior
0,,In Transit,,38.72465133666992,713,-9.15999984741211,,122_0,,,,6120,1753780621,3616_20250601_122_0_7,2025-07-29 09:17:01,2025-07-29,09:17:01,Tuesday,True,Orange Line,CL,CL,Campolide
0,,In Transit,,38.762168884277344,728,-9.098199844360352,,204_0,,,,2404,1753780615,4592_20250601_204_0_6,2025-07-29 09:16:55,2025-07-29,09:16:55,Tuesday,True,Yellow Line,CL,CL,Parque das Nações
0,,In Transit,,38.74958038330078,71B,-9.197620391845703,,278_0,,,,10802,1753780617,45256_20250601_278_0_5,2025-07-29 09:16:57,2025-07-29,09:16:57,Tuesday,True,Yellow Line,CL,CL,Benfica
1,,In Transit,,38.7400016784668,756,-9.150830268859863,,175_0,,,,33101,1753780623,6737_20250601_175_0_9,2025-07-29 09:17:03,2025-07-29,09:17:03,Tuesday,True,Red Line,CL,CL,Campo Pequeno
1,,In Transit,,38.710670471191406,732,-9.135270118713379,,107_0,,,,5519,1753780627,5056_20250601_107_0_4,2025-07-29 09:17:07,2025-07-29,09:17:07,Tuesday,True,Pink Line,CL,CL,Alfama
1,,In Transit,,38.7430305480957,754,-9.146750450134277,,201_0,,,,1901,1753780601,6621_20250601_201_0_4,2025-07-29 09:16:41,2025-07-29,09:16:41,Tuesday,True,Blue Line,CL,CL,Campo Pequeno
1,,In Transit,,38.71271896362305,713,-9.15742015838623,,122_0,,,,6718,1753780606,3587_20250601_122_0_8,2025-07-29 09:16:46,2025-07-29,09:16:46,Tuesday,True,Orange Line,CL,CL,Prazeres
1,,In Transit,,38.733951568603516,732,-9.144630432128906,,107_0,,,,1807,1753780629,5045_20250601_107_0_4,2025-07-29 09:17:09,2025-07-29,09:17:09,Tuesday,True,Pink Line,CL,CL,Campo Pequeno
0,,In Transit,,38.72480010986328,753,-9.158049583435059,,167_0,,,,1223,1753780601,6574_20250601_167_0_9,2025-07-29 09:16:41,2025-07-29,09:16:41,Tuesday,True,Red Line,CL,CL,Campolide
1,,In Transit,,38.707298278808594,781,-9.141200065612793,,151_0,,,,5504,1753780628,7758_20250601_151_0_5,2025-07-29 09:17:08,2025-07-29,09:17:08,Tuesday,True,Red Line,CL,CL,São Paulo
0,,In Transit,,38.72304916381836,727,-9.151430130004883,,103_0,,,,1214,1753780617,4533_20250601_103_0_4,2025-07-29 09:16:57,2025-07-29,09:16:57,Tuesday,True,Yellow Line,CL,CL,Santo António
0,,In Transit,,38.727718353271484,735,-9.128170013427734,,172_0,,,,9107,1753780604,5181_20250601_172_0_5,2025-07-29 09:16:44,2025-07-29,09:16:44,Tuesday,True,Green Line,CL,CL,Unknown
1,,In Transit,,38.72528076171875,781,-9.11139965057373,,151_0,,,,8310,1753780606,7719_20250601_151_0_6,2025-07-29 09:16:46,2025-07-29,09:16:46,Tuesday,True,Red Line,CL,CL,Unknown
1,,In Transit,,38.744300842285156,764,-9.194319725036621,,168_0,,,,10817,1753780628,7150_20250601_168_0_7,2025-07-29 09:17:08,2025-07-29,09:17:08,Tuesday,True,Blue Line,CL,CL,Benfica
1,,In Transit,,38.74546813964844,718,-9.135820388793945,,105_0,,,,,1753780624,3965_20250601_105_0_7,2025-07-29 09:17:04,2025-07-29,09:17:04,Tuesday,True,Red Line,CL,CL,Areeiro
0,,In Transit,,38.746681213378906,781,-9.100020408630371,,151_0,,,,12501,1753780622,7750_20250601_151_0_6,2025-07-29 09:17:02,2025-07-29,09:17:02,Tuesday,True,Red Line,CL,CL,Poço do Bispo
1,,In Transit,,38.70930099487305,28E,-9.138420104980469,,75_0,,,,50149,1753780512,15035_20250601_75_0_4,2025-07-29 09:15:12,2025-07-29,09:15:12,Tuesday,True,Yellow Line,CL,CL,Santa Maria Maior
1,,In Transit,,38.7099494934082,759,-9.135000228881836,,144_0,,,,4506,1753780620,6971_20250601_144_0_6,2025-07-29 09:17:00,2025-07-29,09:17:00,Tuesday,True,Red Line,CL,CL,Alfama
1,,In Transit,,38.73065185546875,797,-9.127280235290527,,163_0,,,,7003,1753780623,8169_20250601_163_0_10,2025-07-29 09:17:03,2025-07-29,09:17:03,Tuesday,True,Orange Line,CL,CL,Unknown
