trip_trip_id,trip_schedule_relationship,trip_route_id,trip_direction_id,position_latitude,position_longitude,current_stop_sequence,current_status,timestamp,stop_id,vehicle_id,vehicle_license_plate,entity_id
6595_20250401_201_2_12,0,201_2,0,38.74222946,-9.211549759,15,2,1747481057,8818,2688,93-XA-35,2688_754
7477_20250401_193_2_29,0,193_2,1,38.70016861,-9.240369797,5,2,1747481073,14903,2699,92-XQ-25,2699_776
3505_20250401_101_0_6,0,101_0,1,38.72480011,-9.15651989,27,2,1747481065,8502,2692,90-XF-62,2692_711
3449_20250401_101_0_8,0,101_0,1,38.75246811,-9.209300041,6,2,1747481058,3003,2691,90-XF-45,2691_711
3679_20250401_102_0_5,0,102_0,0,38.70645142,-9.15375042,3,2,1747481072,7102,2690,99-XE-57,2690_714
3489_20250401_101_0_9,0,101_0,0,38.70994949,-9.135149956,2,2,1747481057,4506,2693,90-XF-46,2693_711
4510_20250401_103_0_2,0,103_0,1,38.74219894,-9.14659977,41,2,1747481067,1805,2694,90-XF-49,2694_727
5521_20250401_117_0_7,0,117_0,0,38.7533493,-9.168549538,5,2,1747481047,13622,2705,92-XQ-29,2705_738
5526_20250401_117_0_7,0,117_0,0,38.70619965,-9.167770386,30,2,1747481066,10206,2684,99-XE-59,2684_738
5954_20250401_108_0_11,0,108_0,0,38.74892044,-9.19122982,17,2,1747481072,10814,2682,93-XA-42,2682_746
6302_20250401_106_0_7,0,106_0,1,38.75848007,-9.103219986,35,2,1747481064,2328,4619,22-GP-53,4619_750
6350_20250401_106_0_9,0,106_0,1,38.74082184,-9.202619553,9,2,1747481066,8807,4618,22-GP-52,4618_750
4507_20250401_103_0_4,0,103_0,1,38.7473793,-9.140919685,46,2,1747481067,202,2681,93-XA-41,2681_727
6601_20250401_201_2_10,0,201_2,1,38.74509811,-9.204919815,16,2,1747481068,8811,2679,93-XA-34,2679_754
11187_20250401_76_0_7,0,76_0,0,38.70642853,-9.142550468,10,2,1747481075,12116,510,,510_15E
21270_20250401_76_0_3,0,76_0,1,38.70645142,-9.152469635,0,2,1747481009,,604,,604_15E
14973_20250401_75_0_14,0,75_0,0,38.72306824,-9.132579803,4,2,1747481073,707,547,,547_28E
6771_20250401_150_0_11,0,150_0,0,38.71504974,-9.144570351,5,2,1747481071,10601,2347,53-61-ZJ,2347_758
5727_20250401_114_0_4,0,114_0,1,38.7338295,-9.134830475,41,2,1747480840,517,2741,AG-99-TG,2741_742
4267_20250401_116_0_9,0,116_0,0,38.76179886,-9.196929932,29,2,1747481064,13912,2479,91-BE-74,2479_726
8114_20250401_174_0_20,0,174_0,1,38.77687073,-9.16397953,10,2,1747481074,5910,4634,11-JM-78,4634_796
7229_20250401_112_0_6,0,112_0,1,38.75030136,-9.142580032,33,2,1747481052,102,2414,92-AO-51,2414_767
6440_20250401_109_0_10,0,109_0,0,38.70132065,-9.227069855,24,2,1747481070,4202,2844,BF-73-FZ,2844_751
4975_20250401_190_0_9,0,190_0,0,38.77640152,-9.101449966,30,2,1747481040,7909,2295,92-53-ZM,2295_731
4446_20250401_103_0_6,0,103_0,1,38.71271896,-9.152899742,32,2,1747481046,6705,2763,AH-23-ND,2763_727
6098_20250401_177_0_11,0,177_0,0,38.76364899,-9.17263031,9,2,1747481052,50007,2417,50-AL-06,2417_747
4081_20250401_143_0_11,0,143_0,0,38.72492981,-9.149049759,6,2,1747481076,301,2755,AG-95-TG,2755_720
17897_20250401_121_0_7,0,121_0,0,38.70246887,-9.218050003,25,2,1747481061,9705,2298,83-05-ZM,2298_723
11304_20250401_76_0_3,0,76_0,0,38.70645142,-9.152620316,5,2,1747481038,7102,608,,608_15E
45279_20250401_278_0_8,0,278_0,0,38.75107956,-9.190750122,1,2,1747481073,50403,2979,30-VM-17,2979_71B
3284_20250401_100_0_8,0,100_0,0,38.79444885,-9.101280212,40,2,1747481051,50448,2628,52-VP-82,2628_708
4163_20250401_121_0_10,0,121_0,1,38.71607971,-9.214699745,11,2,1747481060,10402,2301,83-12-ZM,2301_723
19506_20250401_147_0_6,0,147_0,1,38.70922089,-9.153079987,29,2,1747481021,7104,6015,69-ZF-01,6015_706
6901_20250401_144_0_8,0,144_0,1,38.7731514,-9.118499756,11,2,1747481070,12206,2629,52-VP-81,2629_759
51289_20250401_171_0_5,0,171_0,0,38.70352173,-9.191349983,24,2,1747481057,13406,6034,BF-61-AX,6034_760
3242_20250401_147_0_8,0,147_0,0,38.73175049,-9.127719879,23,2,1747481051,502,6007,80-ZC-62,6007_706
5048_20250401_107_2_8,0,107_2,1,38.71641922,-9.214420319,1,2,1747481064,10401,6035,BG-76-LX,6035_732
7365_20250401_191_0_10,0,191_0,0,38.73252106,-9.177379608,9,2,1747481054,10723,2978,29-VM-92,2978_770
8136_20250401_174_0_14,0,174_0,1,38.76005173,-9.156979561,16,2,1747481059,5808,4633,90-JI-94,4633_796
3110_20250401_165_0_9,0,165_0,0,38.77391815,-9.161370277,16,2,1747481055,5950,2430,29-AX-12,2430_703
7497_20250401_193_2_20,0,193_2,0,38.69929886,-9.233169556,3,2,1747481070,4212,2779,AI-02-BT,2779_776
5542_20250401_117_0_6,0,117_0,0,38.72167969,-9.152199745,23,2,1747481044,6806,2703,92-XQ-24,2703_738
5243_20250401_172_0_7,0,172_0,0,38.74826813,-9.157380104,30,2,1747481067,5703,2495,88-BL-69,2495_735
35066_20250401_243_0_11,0,243_0,0,38.72108078,-9.126729965,19,2,1747481072,50523,251,AF-87-NU,251_13B
5984_20250401_108_0_12,0,108_0,1,38.74686813,-9.185070038,9,2,1747481068,10821,2796,AJ-59-LI,2796_746
5323_20250401_199_0_10,0,199_0,1,38.75247955,-9.15141964,16,2,1747481027,5704,4825,20-VQ-72,4825_736
22979_20250401_200_0_7,0,200_0,0,38.75817108,-9.136219978,15,2,1747481067,11317,2614,66-VI-24,2614_744
7473_20250401_192_1_5,0,192_1,0,38.70962143,-9.135450363,0,2,1747481048,,2997,34-VN-03,2997_774
5051_20250401_107_2_7,0,107_2,0,38.70011902,-9.191900253,20,2,1747481074,9510,6023,BF-03-BD,6023_732
4653_20250401_204_0_6,0,204_0,1,38.70858002,-9.207180023,48,2,1747481061,13116,4815,34-VR-24,4815_728
41525_20250401_199_0_6,0,199_0,1,38.7372818,-9.145730019,22,2,1747481052,1814,4827,34-VR-15,4827_736
6660_20250401_118_0_8,0,118_0,0,38.74822998,-9.165470123,39,2,1747481071,12706,2606,66-VI-40,2606_755
7038_20250401_171_0_2,0,171_0,0,38.70475006,-9.177020073,17,2,1747481047,4004,6026,BF-39-BB,6026_760
3341_20250401_100_0_4,0,100_0,1,38.7663002,-9.109950066,18,2,1747481059,7716,2602,16-VF-81,2602_708
4633_20250401_204_0_7,0,204_0,0,38.70227051,-9.206569672,7,2,1747481063,13108,4806,20-VQ-74,4806_728
4940_20250401_198_0_12,0,198_0,0,38.73752975,-9.127699852,9,2,1747481061,9001,2988,29-VM-94,2988_730
5390_20250401_199_0_9,0,199_0,0,38.77061844,-9.159899712,19,2,1747481054,5903,4826,53-VR-05,4826_736
3303_20250401_100_0_8,0,100_0,0,38.76742172,-9.110030174,26,2,1747481057,7715,2637,87-VS-51,2637_708
3281_20250401_100_0_9,0,100_0,1,38.78065109,-9.096529961,9,2,1747481074,50129,2633,52-VP-79,2633_708
19500_20250401_147_0_10,0,147_0,0,38.71112823,-9.153619766,8,2,1747480996,6701,6005,81-ZC-91,6005_706
6934_20250401_144_0_7,0,144_0,0,38.73031998,-9.108949661,15,2,1747481057,8317,2619,66-VI-37,2619_759
7060_20250401_171_0_2,0,171_0,0,38.71372986,-9.137269974,9,2,1747481054,906,6039,BG-96-LU,6039_760
3470_20250401_101_0_9,0,101_0,0,38.7417717,-9.202870369,18,2,1747481070,8829,2716,92-XQ-27,2716_711
6952_20250401_144_0_8,0,144_0,1,38.70806885,-9.133199692,44,2,1747481053,4506,2639,75-VS-47,2639_759
7819_20250401_203_2_11,0,203_2,0,38.73482132,-9.145030022,5,2,1747481066,1807,2647,75-VS-45,2647_783
